CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2012 0:00,mm,177.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2012 0:00,mm,94,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2012 0:00,mm,58.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2012 0:00,mm,104.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2012 0:00,mm,96,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2012 0:00,mm,316.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2012 0:00,mm,277.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2012 0:00,mm,68.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,1/1/2013 0:00,mm,25,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,2/1/2013 0:00,mm,140.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,3/1/2013 0:00,mm,181,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,4/1/2013 0:00,mm,421.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2013 0:00,mm,285.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2013 0:00,mm,79.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2013 0:00,mm,48,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2013 0:00,mm,133.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2013 0:00,mm,128,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2013 0:00,mm,217,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2013 0:00,mm,232.2,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2013 0:00,mm,163.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,1/1/2014 0:00,mm,189.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,2/1/2014 0:00,mm,229.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,3/1/2014 0:00,mm,181.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,4/1/2014 0:00,mm,284.3,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2014 0:00,mm,218.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2014 0:00,mm,37.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2014 0:00,mm,59.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2014 0:00,mm,54.3,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2014 0:00,mm,133,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2014 0:00,mm,203.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2014 0:00,mm,285.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2014 0:00,mm,196.4,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,1/1/2015 0:00,mm,130,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,2/1/2015 0:00,mm,86.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,3/1/2015 0:00,mm,324.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,4/1/2015 0:00,mm,325.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2015 0:00,mm,103.2,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2015 0:00,mm,34,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2015 0:00,mm,25,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2015 0:00,mm,45.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2015 0:00,mm,121.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2015 0:00,mm,210.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2015 0:00,mm,272.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2015 0:00,mm,27.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,1/1/2016 0:00,mm,87,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,2/1/2016 0:00,mm,69.3,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,3/1/2016 0:00,mm,198.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,4/1/2016 0:00,mm,209.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2016 0:00,mm,144.4,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2016 0:00,mm,124.4,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2016 0:00,mm,58.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2016 0:00,mm,95.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2016 0:00,mm,228.4,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2016 0:00,mm,311.3,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2016 0:00,mm,285.4,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2016 0:00,mm,309.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,1/1/2017 0:00,mm,101.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,2/1/2017 0:00,mm,162.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,3/1/2017 0:00,mm,394.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,4/1/2017 0:00,mm,204.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2017 0:00,mm,246.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2017 0:00,mm,186.4,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2017 0:00,mm,9.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2017 0:00,mm,301.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2017 0:00,mm,130.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2017 0:00,mm,179,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2017 0:00,mm,336.2,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2017 0:00,mm,182,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,1/1/2018 0:00,mm,192.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,2/1/2018 0:00,mm,60.4,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,3/1/2018 0:00,mm,174.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,4/1/2018 0:00,mm,237.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2018 0:00,mm,335,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2018 0:00,mm,90.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2018 0:00,mm,51.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2018 0:00,mm,75.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2018 0:00,mm,190.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2018 0:00,mm,367.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2018 0:00,mm,368.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2018 0:00,mm,87.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,1/1/2019 0:00,mm,105.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,3/1/2019 0:00,mm,308.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,4/1/2019 0:00,mm,283.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2019 0:00,mm,215.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2019 0:00,mm,54.3,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2019 0:00,mm,53.2,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2019 0:00,mm,46.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2019 0:00,mm,119.2,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2019 0:00,mm,264.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2019 0:00,mm,271.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2019 0:00,mm,75,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,1/1/2020 0:00,mm,93.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,2/1/2020 0:00,mm,70.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,3/1/2020 0:00,mm,202.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,4/1/2020 0:00,mm,171.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2020 0:00,mm,81.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2020 0:00,mm,76.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2020 0:00,mm,137.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2020 0:00,mm,168.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2020 0:00,mm,277.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2020 0:00,mm,296.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2020 0:00,mm,435.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2020 0:00,mm,157.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,1/1/2021 0:00,mm,50.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,2/1/2021 0:00,mm,134.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,3/1/2021 0:00,mm,156.2,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,4/1/2021 0:00,mm,344.4,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2021 0:00,mm,282.2,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2021 0:00,mm,212.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2021 0:00,mm,72.3,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2021 0:00,mm,164.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2021 0:00,mm,208.3,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2021 0:00,mm,403.3,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2021 0:00,mm,289.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2021 0:00,mm,179.9,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,1/1/2022 0:00,mm,63.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,2/1/2022 0:00,mm,237,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,3/1/2022 0:00,mm,416,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,4/1/2022 0:00,mm,379.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2022 0:00,mm,182.3,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2022 0:00,mm,188.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2022 0:00,mm,101.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2022 0:00,mm,160.3,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2022 0:00,mm,264,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2022 0:00,mm,236.4,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2022 0:00,mm,362.4,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2022 0:00,mm,206.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,1/1/2023 0:00,mm,170.1,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,2/1/2023 0:00,mm,129.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,3/1/2023 0:00,mm,283.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,4/1/2023 0:00,mm,291.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2023 0:00,mm,177.3,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2023 0:00,mm,55.4,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2023 0:00,mm,61.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2023 0:00,mm,116.7,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2023 0:00,mm,79.6,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2023 0:00,mm,349.2,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2023 0:00,mm,189.8,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2023 0:00,mm,173.3,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,1/1/2024 0:00,mm,96.5,Definitivo
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,2/1/2024 0:00,mm,205.2,Preliminar
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,3/1/2024 0:00,mm,100.5,Preliminar
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,4/1/2024 0:00,mm,176.3,Preliminar
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,5/1/2024 0:00,mm,176,Preliminar
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,6/1/2024 0:00,mm,222.9,Preliminar
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,7/1/2024 0:00,mm,68.5,Preliminar
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,8/1/2024 0:00,mm,73.7,Preliminar
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,9/1/2024 0:00,mm,130.3,Preliminar
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,10/1/2024 0:00,mm,326.9,Preliminar
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,11/1/2024 0:00,mm,297.5,Preliminar
23125090,PAUNA [23125090],PRECIPITACION,Precipitación total mensual,12/1/2024 0:00,mm,296.4,Preliminar
